,ticker,esg_rating,carbon_intensity,quality_score,quality_score_qtl,carbon_intensity_qtl,grade
2263,LCF,,,,Q4,Q4,D
2264,PSMO,,,,Q4,Q4,
2265,TJUL,,,,Q4,Q4,
2266,FEDL,,,,Q4,Q4,
2267,JZRO,AA,429.92,7.25,Q4,Q4,
2268,DBEH,A,,,Q4,Q4,
2269,NVBW,,,,Q4,Q4,
2270,OBND,,,,Q4,Q4,
2271,BKUI,AA,10.82,7.51,Q4,Q1,
2272,DVND,,,,Q4,Q4,
2273,POTX,,,,Q4,Q4,
2274,AADR,A,386.52,6.42,Q3,Q4,D
2275,HYGW,,,,Q4,Q4,
2276,APRH,,,,Q4,Q4,
2277,DSTX,A,193.98,6.86,Q4,Q3,D
2278,QPX,A,38.82,6.95,Q4,Q1,
2279,DCMB,,,,Q4,Q4,
2280,DIVS,AA,29.93,7.64,Q4,Q1,D
2281,MSVX,BBB,1.63,5.68,Q1,Q1,
2282,QARP,A,92.74,6.36,Q2,Q2,
2283,OAEM,,,,Q4,Q4,
2284,DSMC,,,,Q4,Q4,
2285,TBX,,,,Q4,Q4,
2286,FLEH,AA,99.39,7.89,Q4,Q2,C
2287,IQDE,A,212.79,6.83,Q4,Q3,F
2288,AHYB,BBB,352.23,5.11,Q1,Q4,
2289,ENOR,AA,250.65,8.0,Q4,Q4,
2290,ITAN,A,36.52,6.65,Q3,Q1,C
2291,JUSA,A,130.3,6.67,Q3,Q2,B
2292,LQIG,,,,Q4,Q4,
2293,CSA,BBB,142.84,5.29,Q1,Q3,C
2294,FRTY,A,59.82,5.85,Q2,Q1,
2295,KEUA,,,,Q4,Q4,
2296,AAPD,,,,Q4,Q4,
2297,XRMI,A,123.14,6.69,Q3,Q2,F
2298,MARW,,,,Q4,Q4,
2299,SEF,,,,Q4,Q4,
2300,PBL,,,,Q4,Q4,
2301,RNDV,A,128.71,7.08,Q4,Q2,C
2302,RNSC,BBB,143.71,5.46,Q1,Q3,C
2303,FXED,A,,,Q4,Q4,
2304,JIDA,AA,127.96,7.74,Q4,Q2,C
2305,UCIB,,,,Q4,Q4,
2306,EMM,,,,Q4,Q4,
2307,FHYS,BBB,201.05,5.51,Q1,Q3,C
2308,PRAY,A,157.47,6.99,Q4,Q3,
2309,JHPI,A,536.98,6.11,Q2,Q4,
2310,FDEM,BBB,228.36,5.12,Q1,Q3,F
2311,XTRE,,,,Q4,Q4,
2312,PSCD,A,37.55,6.03,Q2,Q1,C
2313,GSEE,BBB,346.2,5.47,Q1,Q4,F
2314,NBCT,AA,487.49,7.62,Q4,Q4,
2315,STXG,,,,Q4,Q4,
2316,KONG,A,22.01,6.04,Q2,Q1,D
2317,XSVN,,,,Q4,Q4,
2318,JHMB,,,,Q4,Q4,
2319,SQLV,BBB,109.73,4.91,Q1,Q2,C
2320,FTXH,A,19.69,6.52,Q3,Q1,C
2321,FCEF,A,394.51,6.47,Q3,Q4,
2322,JUNT,,,,Q4,Q4,
2323,LETB,A,,5.72,Q1,Q4,
2324,FCSH,A,213.67,6.41,Q3,Q3,C
2325,BSR,,,,Q4,Q4,
2326,IWFL,,,,Q4,Q4,
2327,CDEI,,,,Q4,Q4,
2328,AOTG,,,,Q4,Q4,D
2329,RENW,,,,Q4,Q4,
2330,MDLV,,,,Q4,Q4,
2331,NDJI,A,31.18,7.13,Q4,Q1,C
2332,CVAR,A,115.5,6.35,Q2,Q2,D
2333,INMU,,,,Q4,Q4,C
2334,BTR,,,,Q4,Q4,
2335,CCRV,,,,Q4,Q4,
2336,MISL,,,,Q4,Q4,
2337,EMSG,A,234.06,6.52,Q3,Q3,D
2338,PST,,,,Q4,Q4,
2339,PIT,,,,Q4,Q4,
2340,CYB,A,,,Q4,Q4,C
2341,HIGH,,,,Q4,Q4,C
2342,CLSE,A,,,Q4,Q4,
2343,EUM,,,,Q4,Q4,
2344,BLLD,,,,Q4,Q4,C
2345,JANT,,,,Q4,Q4,
2346,FLQS,BBB,175.12,5.54,Q1,Q3,C
2347,BSMV,,,,Q4,Q4,
2348,CRPT,BB,9.32,3.8,Q1,Q1,
2349,SMCP,BBB,195.4,5.2,Q1,Q3,
2350,SPAX,,,,Q4,Q4,
2351,ASHS,B,346.44,2.09,Q1,Q4,
2352,DUG,,,,Q4,Q4,
2353,LQDB,A,228.53,6.38,Q2,Q3,
2354,TAGS,,,,Q4,Q4,
2355,NERD,A,4.35,5.8,Q2,Q1,
2356,GMET,BBB,312.93,5.47,Q1,Q4,
2357,DEMZ,AA,19.86,7.25,Q4,Q1,
2358,PAK,,,,Q4,Q4,F
2359,LSST,A,,,Q4,Q4,C
2360,BDCZ,,,,Q4,Q4,F
2361,TFPN,,,,Q4,Q4,
2362,GREI,AA,544.66,7.22,Q4,Q4,
2363,CLIX,BBB,20.56,5.03,Q1,Q1,
2364,JCTR,A,66.66,6.79,Q3,Q1,
2365,XNAV,,,,Q4,Q4,
2366,CNBS,,,,Q4,Q4,F
2367,APLY,,,,Q4,Q4,
2368,ARP,,,,Q4,Q4,
2369,YSEP,,,,Q4,Q4,
2370,DVLU,A,342.65,6.29,Q2,Q4,C
2371,BITX,,,,Q4,Q4,
2372,XDQQ,,,,Q4,Q4,
2373,NULC,AA,41.12,7.97,Q4,Q1,C
2374,XWEB,BBB,9.53,4.75,Q1,Q1,C
2375,SIMS,A,144.69,7.01,Q4,Q3,C
2376,FLSA,BB,,3.8,Q1,Q4,C
2377,JHCB,A,305.07,6.11,Q2,Q4,C
2378,SEIV,,,,Q4,Q4,C
2379,BLDG,BB,71.17,3.92,Q1,Q2,D
2380,IVES,A,69.37,6.63,Q3,Q2,D
2381,BCIM,,,,Q4,Q4,D
2382,MMSB,,,,Q4,Q4,
2383,SDEI,A,159.45,6.74,Q3,Q3,
2384,MAXI,,,,Q4,Q4,D
2385,WTRE,A,99.44,6.71,Q3,Q2,
2386,PSCF,BB,23.48,4.06,Q1,Q1,
2387,SPMV,A,230.55,6.9,Q4,Q3,
2388,RFFC,A,105.19,6.39,Q3,Q2,C
2389,CVSE,,,,Q4,Q4,
2390,EMFM,BBB,532.56,5.29,Q1,Q4,D
2391,CANE,,,,Q4,Q4,D
2392,WGMI,,,,Q4,Q4,
2393,OPPX,A,160.7,6.41,Q3,Q3,
2394,FIGB,A,215.17,5.79,Q2,Q3,
2395,CVMC,,,,Q4,Q4,
2396,SEIM,,,,Q4,Q4,B
2397,STXK,,,,Q4,Q4,
2398,XVOL,A,101.05,6.66,Q3,Q2,
2399,EAOA,AA,86.61,7.42,Q4,Q2,
2400,RESE,A,244.54,5.98,Q2,Q4,C
2401,EMIF,BBB,,5.04,Q1,Q4,F
2402,RUNN,,,,Q4,Q4,
2403,TYO,BBB,1.6,5.23,Q1,Q1,
2404,TEMP,AA,151.11,7.83,Q4,Q3,C
2405,WUGI,AA,,,Q4,Q4,D
2406,UDIV,AAA,,,Q4,Q4,B
2407,YCS,,,,Q4,Q4,
2408,DTRE,A,,,Q4,Q4,
2409,FKU,AA,115.31,8.05,Q4,Q2,F
2410,RHCB,A,94.18,7.07,Q4,Q2,
2411,ARMR,A,61.75,6.47,Q3,Q1,
2412,ERY,A,,,Q4,Q4,
2413,GYLD,BBB,326.57,4.68,Q1,Q4,
2414,ADFI,A,214.17,5.86,Q2,Q3,
2415,SMAY,,,,Q4,Q4,
2416,FFTG,A,186.33,6.09,Q2,Q3,
2417,IQM,AA,24.88,7.48,Q4,Q1,C
2418,VRAI,BBB,486.92,5.5,Q1,Q4,
2419,FGM,A,355.66,6.86,Q4,Q4,F
2420,EWGS,A,97.92,6.85,Q4,Q2,D
2421,TMFE,A,26.32,6.67,Q3,Q1,
2422,DXGE,A,199.24,7.13,Q4,Q3,
2423,DWSH,,,,Q4,Q4,
2424,ERSX,BBB,98.93,5.56,Q1,Q2,D
2425,MTGP,,,,Q4,Q4,C
2426,CCSO,,,,Q4,Q4,
2427,PEZ,A,63.68,6.12,Q2,Q1,C
2428,RSBT,,,,Q4,Q4,
2429,FNGG,A,,,Q4,Q4,
2430,CHIX,BBB,3.87,5.56,Q1,Q1,D
2431,DECT,,,,Q4,Q4,
2432,CYA,,,,Q4,Q4,
2433,ULTR,A,305.59,6.16,Q2,Q4,
2434,ASPY,A,74.08,6.95,Q4,Q2,
2435,OILD,,,,Q4,Q4,
2436,EWK,AA,213.29,7.3,Q4,Q3,
2437,MOTG,A,35.02,6.98,Q4,Q1,D
2438,EFNL,AA,253.45,8.57,Q4,Q4,
2439,REVS,A,195.77,6.18,Q2,Q3,C
2440,ROOF,A,90.51,6.29,Q2,Q2,
2441,STXD,,,,Q4,Q4,
2442,MVRL,,,,Q4,Q4,
2443,IWLG,,,,Q4,Q4,
2444,ESUS,,,,Q4,Q4,
2445,OOTO,BBB,453.67,5.16,Q1,Q4,
2446,FFSG,A,157.72,6.2,Q2,Q3,
2447,BRLN,,,,Q4,Q4,
2448,SEMI,A,84.41,6.75,Q3,Q2,
2449,XTOC,,,,Q4,Q4,
2450,TRFM,,,,Q4,Q4,
2451,QCON,A,215.61,5.82,Q2,Q3,C
2452,XTEN,,,,Q4,Q4,
2453,RTAI,,,,Q4,Q4,
2454,UXI,A,119.24,6.85,Q4,Q2,
2455,PSCM,A,373.31,5.81,Q2,Q4,C
2456,XHYI,BBB,299.25,5.55,Q1,Q4,
2457,PSCU,BBB,391.11,5.46,Q1,Q4,C
2458,KOCG,A,114.41,7.0,Q4,Q2,D
2459,PQDI,AA,145.36,7.33,Q4,Q3,
2460,FUSI,,,,Q4,Q4,
2461,OSEA,,,,Q4,Q4,
2462,GMUN,,,,Q4,Q4,
2463,WIZ,A,100.48,6.48,Q3,Q2,
2464,TSEC,,,,Q4,Q4,
2465,ASET,A,400.12,6.71,Q3,Q4,
2466,DUDE,A,164.13,6.61,Q3,Q3,
2467,RHRX,A,71.68,6.92,Q4,Q2,
2468,ROAM,BBB,322.21,5.37,Q1,Q4,
2469,FTDS,A,124.68,6.62,Q3,Q2,
2470,EDZ,BBB,1.6,5.28,Q1,Q1,
2471,XSHD,BBB,125.69,4.46,Q1,Q2,C
2472,CEFD,,,,Q4,Q4,
2473,LYFE,A,76.11,6.98,Q4,Q2,D
2474,CNXT,BB,74.67,3.85,Q1,Q2,
2475,RHTX,A,114.5,6.74,Q3,Q2,
2476,VPC,,,,Q4,Q4,
2477,FOVL,A,162.2,5.97,Q2,Q3,C
2478,MAGA,A,450.71,6.54,Q3,Q4,
2479,PSFJ,,,,Q4,Q4,
2480,HSMV,BBB,230.94,5.7,Q1,Q3,D
2481,KHYB,BBB,352.02,4.98,Q1,Q4,D
2482,FXP,,,,Q4,Q4,
2483,IPDP,A,28.08,6.67,Q3,Q1,D
2484,MEDX,,,,Q4,Q4,
2485,SSLY,BBB,114.22,5.17,Q1,Q2,
2486,SKF,,,,Q4,Q4,
2487,REIT,A,87.73,5.93,Q2,Q2,
2488,QLVE,A,370.57,5.76,Q2,Q4,F
2489,EET,,,,Q4,Q4,
2490,BBP,BB,39.97,4.08,Q1,Q1,
2491,JULJ,,,,Q4,Q4,
2492,NOPE,,,,Q4,Q4,
2493,WINC,AA,,,Q4,Q4,
2494,FPA,A,437.9,5.96,Q2,Q4,F
2495,FMET,A,28.41,6.05,Q2,Q1,
2496,BOAT,BB,,4.24,Q1,Q4,
2497,RODE,A,191.55,6.61,Q3,Q3,
2498,SMI,,,,Q4,Q4,
2499,BSJT,BBB,286.32,5.42,Q1,Q4,D
2500,FMQQ,BBB,58.84,5.48,Q1,Q1,
2501,FEUZ,A,310.79,7.04,Q4,Q4,F
2502,QTOC,,,,Q4,Q4,
2503,XHYC,BBB,275.86,5.04,Q1,Q4,
2504,IWML,,,,Q4,Q4,
2505,ROKT,A,31.03,6.56,Q3,Q1,C
2506,MINN,,,,Q4,Q4,D
2507,NSPI,A,124.55,6.67,Q3,Q2,D
2508,TFJL,,,,Q4,Q4,D
2509,FLGR,AA,133.53,7.57,Q4,Q3,B
2510,PSFM,,,,Q4,Q4,
2511,GK,A,76.17,6.49,Q3,Q2,
2512,QQMG,A,27.54,7.11,Q4,Q1,
2513,BGLD,BBB,,,Q4,Q4,
2514,BFIX,A,422.47,5.82,Q2,Q4,
2515,GERM,A,51.64,6.1,Q2,Q1,D
2516,SPXV,A,139.85,6.63,Q3,Q3,B
2517,MINC,,,,Q4,Q4,D
2518,CALY,,,,Q4,Q4,
2519,BDGS,,,,Q4,Q4,
2520,SEPZ,A,4.2,5.72,Q1,Q1,
2521,CID,AA,294.67,7.54,Q4,Q4,C
2522,XTJA,,,,Q4,Q4,
2523,QTAP,,,,Q4,Q4,
2524,IBBQ,A,21.69,6.21,Q2,Q1,B
2525,SFYF,A,45.65,5.89,Q2,Q1,
2526,SENT,A,152.42,5.76,Q2,Q3,D
2527,SPCX,,,,Q4,Q4,F
2528,OVF,A,182.38,6.97,Q4,Q3,
2529,BERZ,,,,Q4,Q4,
2530,UCC,A,72.43,6.36,Q2,Q2,
2531,TMSL,,,,Q4,Q4,
2532,EAFD,AA,108.58,7.53,Q4,Q2,
2533,UNL,,,,Q4,Q4,
2534,XC,,,,Q4,Q4,
2535,EAOR,AA,88.5,7.27,Q4,Q2,
2536,STXV,,,,Q4,Q4,
2537,SAEF,A,120.92,5.84,Q2,Q2,
2538,TDSA,A,70.17,5.91,Q2,Q2,
2539,TGIF,BBB,202.91,5.36,Q1,Q3,D
2540,RNLC,A,128.82,6.86,Q4,Q2,C
2541,EMDV,BBB,379.33,4.87,Q1,Q4,F
2542,JULZ,A,4.2,5.72,Q1,Q1,
2543,WRND,A,28.48,6.41,Q3,Q1,
2544,PSFD,,,,Q4,Q4,
2545,MTUL,,,,Q4,Q4,
2546,BUCK,,,,Q4,Q4,C
2547,BFIT,BBB,28.61,5.55,Q1,Q1,D
2548,HIDE,,,,Q4,Q4,
2549,HCOM,,,,Q4,Q4,
2550,BKGI,,,,Q4,Q4,
2551,ISZE,AA,153.1,7.34,Q4,Q3,C
2552,IBHH,BBB,291.96,5.1,Q1,Q4,
2553,XDJA,,,,Q4,Q4,
2554,PXUS,AA,120.8,7.61,Q4,Q2,C
2555,FLHK,A,276.78,6.66,Q3,Q4,B
2556,FLTN,A,,5.72,Q1,Q4,F
2557,CEFA,AA,100.14,7.79,Q4,Q2,F
2558,SYUS,A,171.24,6.46,Q3,Q3,
2559,FPRO,A,84.65,6.39,Q3,Q2,
2560,BITS,,,,Q4,Q4,
2561,BSMW,,,,Q4,Q4,
2562,NVBT,,,,Q4,Q4,
2563,GLL,,,,Q4,Q4,
2564,BBSA,A,137.53,6.16,Q2,Q3,C
2565,THCX,BB,,,Q4,Q4,
2566,NSPL,,,,Q4,Q4,
2567,RDOG,BB,83.4,3.72,Q1,Q2,
2568,EGPT,,,,Q4,Q4,F
2569,BILZ,,,,Q4,Q4,
2570,WLTG,A,,,Q4,Q4,
2571,YPS,A,236.45,6.52,Q3,Q3,C
2572,FTBD,,,,Q4,Q4,
2573,SEIQ,,,,Q4,Q4,C
2574,TVAL,,,,Q4,Q4,
2575,GLDB,A,123.83,6.42,Q3,Q2,
2576,STCE,,,,Q4,Q4,
2577,IEDI,A,60.43,6.5,Q3,Q1,C
2578,SPAQ,,,,Q4,Q4,
2579,KOIN,A,22.96,7.04,Q4,Q1,
2580,OVM,,,,Q4,Q4,
2581,TGRT,,,,Q4,Q4,
2582,SSPX,AA,28.42,7.46,Q4,Q1,C
2583,BTEK,A,44.05,6.47,Q3,Q1,D
2584,YCL,,,,Q4,Q4,
2585,DBOC,,,,Q4,Q4,
2586,KFVG,B,85.74,2.45,Q1,Q2,F
2587,ATFV,BBB,42.23,5.69,Q1,Q1,
2588,XTJL,,,,Q4,Q4,
2589,XUSP,,,,Q4,Q4,
2590,FTAG,A,451.91,6.58,Q3,Q4,F
2591,UJB,,,,Q4,Q4,
2592,GSJY,AA,76.76,7.27,Q4,Q2,C
2593,EVMT,,,,Q4,Q4,
2594,FDAT,,,,Q4,Q4,
2595,SESG,,,,Q4,Q4,C
2596,HEWC,AA,268.75,7.37,Q4,Q4,
2597,KEMQ,BBB,11.48,5.64,Q1,Q1,F
2598,MRGR,A,154.54,5.77,Q2,Q3,
2599,QWST,,,,Q4,Q4,
2600,NTKI,BBB,143.11,5.25,Q1,Q3,D
2601,FMNY,,,,Q4,Q4,
2602,MOTO,A,72.32,6.72,Q3,Q2,D
2603,BOUT,A,181.97,6.46,Q3,Q3,F
2604,CHIK,BB,272.09,3.56,Q1,Q4,D
2605,RSPE,AA,140.41,7.15,Q4,Q3,B
2606,LOPP,AA,291.2,7.19,Q4,Q4,
2607,AUGZ,A,4.2,5.72,Q1,Q1,
2608,SXUS,AA,61.06,7.81,Q4,Q1,
2609,MEXX,BBB,217.62,5.25,Q1,Q3,
2610,BNKD,,,,Q4,Q4,
2611,VABS,,,,Q4,Q4,D
2612,AMOM,A,24.4,6.72,Q3,Q1,D
2613,GLCN,B,249.38,2.7,Q1,Q4,
2614,UPWD,,,,Q4,Q4,C
2615,USBF,A,298.24,6.2,Q2,Q4,
2616,IBDY,,,,Q4,Q4,
2617,MFLX,,,,Q4,Q4,F
2618,SMLE,BBB,83.21,5.54,Q1,Q2,B
2619,MIG,A,225.95,6.39,Q3,Q3,C
2620,JULH,,,,Q4,Q4,
2621,BSJU,,,,Q4,Q4,
2622,DFND,AAA,,,Q4,Q4,
2623,MOOD,,,,Q4,Q4,
2624,ESGY,AA,38.88,7.5,Q4,Q1,
2625,MIDE,A,104.05,6.13,Q2,Q2,B
2626,DIEM,BBB,,,Q4,Q4,F
2627,CIRC,,,,Q4,Q4,
2628,FTGS,,,,Q4,Q4,
2629,ELQD,A,31.18,6.98,Q4,Q1,
2630,HEAT,,,,Q4,Q4,
2631,EFAS,AA,346.83,7.6,Q4,Q4,D
2632,HYIN,BB,24.43,2.9,Q1,Q1,
2633,HYUP,BBB,328.44,4.79,Q1,Q4,
2634,GSEU,AA,102.67,7.83,Q4,Q2,C
2635,IPPP,BBB,44.72,5.37,Q1,Q1,
2636,BBC,BBB,37.92,5.46,Q1,Q1,
2637,PLAT,A,12.76,5.77,Q2,Q1,C
2638,RNMC,A,156.28,5.84,Q2,Q3,D
2639,JCHI,,,,Q4,Q4,
2640,HDLB,,,,Q4,Q4,
2641,UPW,A,,7.04,Q4,Q4,
2642,FSBD,A,399.91,6.58,Q3,Q4,
2643,PSCW,,,,Q4,Q4,
2644,XB,,,,Q4,Q4,
2645,PDBA,,,,Q4,Q4,D
2646,PJFV,,,,Q4,Q4,D
2647,RESD,AA,104.43,8.19,Q4,Q2,C
2648,XPP,,,,Q4,Q4,
2649,IVVB,,,,Q4,Q4,
2650,JPSV,,,,Q4,Q4,
2651,IVVM,,,,Q4,Q4,
2652,SPRX,A,21.97,6.55,Q3,Q1,C
2653,TXS,,,,Q4,Q4,
2654,SPXB,A,92.95,6.33,Q2,Q2,D
2655,BKIV,,,,Q4,Q4,
2656,PSFO,,,,Q4,Q4,
2657,QQQA,A,16.53,6.84,Q4,Q1,
2658,HAPY,A,122.84,6.41,Q3,Q2,
2659,PILL,A,39.97,6.03,Q2,Q1,
2660,TMDV,A,137.1,6.5,Q3,Q3,C
2661,SMDY,A,122.79,5.78,Q2,Q2,
2662,CNCR,A,30.88,5.75,Q2,Q1,
2663,HELX,A,24.9,6.02,Q2,Q1,C
2664,WKLY,AA,221.38,7.23,Q4,Q3,
2665,BAD,A,58.7,5.99,Q2,Q1,
